,SMA,EMA,WMA,DEMA,TEMA,TRIMA,KAMA,FAMA,MAMA,T3,RSI,WILLR,ADX,ADXR,MOM,CMO,ROC,ROCR,TRIX,MIDPOINT,HT_TRENDLINE,SINE,LEAD SINE,TRENDMODE,DCPERIOD,HT_DCPHASE,QUADRATURE,PHASE,MACD_Hist,MACD_Signal,MACD,MACDEXT,MACDEXT_Signal,MACDEXT_Hist,STOCH_SlowD,STOCH_SlowK,STOCHF_FastD,STOCHF_FastK,STOCHRSI_FastD,STOCHRSI_FastK,APO,PPO,BOP,TRANGE,Chaikin A/D,OBV,CCI,Aroon Down,Aroon Up,AROONOSC,MFI,DX,MINUS_DI,PLUS_DI,MINUS_DM,PLUS_DM,MIDPRICE,ATR,NATR,ULTOSC,Real Upper Band,Real Middle Band,Real Lower Band,SAR,ADOSC
2009-06-22,907.1350,901.9286,902.4366,896.3360,894.3995,907.1350,911.4777,1184.9956,941.1081,904.8695,10.2964,-100.0000,59.2641,51.2786,-25.3300,-79.4071,-2.7581,0.9724,-0.7961,907.1350,926.4526,-0.9996,-0.7276,1,19.7346,268.3164,-36.3077,-11.1291,-6.2334,10.6662,4.4327,8.2845,15.7952,-7.5106,24.4938,26.4795,26.4795,0.0000,58.2069,9.1505,8.2845,0.9012,-1.0000,28.1900,268847146056.5055,210445290000.0000,-66.6667,100.0000,50.0000,-50.0000,54.3561,75.2351,59.8974,8.4649,24.8350,3.5098,910.0650,20.7313,2.3214,36.4531,935.3250,907.1350,878.9450,956.2300,-1722520685.4532
2009-06-23,894.0700,897.3762,894.4133,893.9945,894.0860,894.0700,905.8795,1183.7739,940.6480,897.0045,20.1936,-78.6813,70.0699,64.6670,-26.1300,-59.6129,-2.8364,0.9716,-0.7623,894.0700,926.1444,-0.9623,-0.4881,1,20.2857,285.7853,-20.0699,-25.8946,-6.8313,8.9584,2.1271,4.0654,14.6374,-10.5720,25.9486,20.4825,20.4825,16.3222,44.6296,24.7382,4.0654,0.4420,0.1668,9.8300,270214185962.3672,215516310000.0000,-66.6667,100.0000,0.0000,-100.0000,-0.0000,80.8756,54.3089,5.7422,16.5975,1.7549,903.4950,15.2807,1.7071,35.2462,896.1300,894.0700,892.0100,955.5981,-1738895604.6176
2009-06-24,898.0200,899.7521,898.9933,899.4168,900.4628,898.0200,903.6841,1182.5563,940.2509,897.7896,50.9057,-45.0658,46.1397,58.1048,7.9000,1.8114,0.8846,1.0088,-0.3055,898.0200,925.2831,-0.9218,-0.3778,1,21.3613,292.8049,5.2739,-26.7291,-6.5569,7.3191,0.7623,1.2194,13.0190,-11.7997,20.9785,15.9735,15.9735,31.5982,34.7631,70.4006,1.2194,0.1326,0.3184,15.7500,268530432211.2681,220153030000.0000,66.6667,50.0000,0.0000,-50.0000,47.9988,22.2095,26.7437,42.0146,8.2988,13.0374,899.8550,15.5153,1.7221,36.5635,903.8600,898.0200,892.1800,954.2633,-2123252846.4784
2009-06-25,910.6000,913.4240,913.8200,917.8696,919.8119,910.6000,911.0512,1181.3438,940.0510,910.3116,86.1558,-4.6122,53.5324,49.8361,25.1600,72.3117,2.8109,1.0281,0.5554,910.6000,924.2990,-0.9374,-0.4167,1,22.6114,290.3764,24.0973,-19.0135,-4.8749,6.1004,1.2255,-1.0947,10.7654,-11.8601,26.6025,43.3516,43.3516,82.1344,65.0463,100.0000,-1.0947,-0.1190,0.8274,25.1500,272988637286.6028,225064270000.0000,66.6667,0.0000,100.0000,100.0000,100.0000,60.9251,10.2037,42.0228,4.1494,17.0887,908.8450,20.3326,2.2094,48.8016,929.9200,910.6000,891.2800,952.9553,-668947117.2260
2009-06-26,919.5800,917.0747,919.3534,919.7734,919.8386,919.5800,913.7600,1180.1362,939.8395,917.1975,78.2463,-12.0481,58.2406,55.8865,17.9600,56.4926,1.9935,1.0199,0.5811,919.5800,923.9076,-0.8007,-0.1426,0,23.2593,306.8002,10.0772,-6.6852,-3.7076,5.1735,1.4659,-3.3756,8.1717,-11.5474,42.4838,68.1262,68.1262,90.6458,86.6580,89.5734,-3.3756,-0.3667,0.0067,8.9700,274865172189.1727,218987610000.0000,66.6667,50.0000,100.0000,50.0000,100.0000,62.9489,7.0802,31.1384,2.0747,9.1244,909.1350,14.6513,1.5944,49.1348,920.9400,919.5800,918.2200,951.6733,583888797.1246
2009-06-29,923.0650,923.8449,924.4533,927.0012,927.1754,923.0650,917.0958,1178.9341,939.7134,923.9580,89.7611,-5.0803,70.1696,64.2051,6.9700,79.5222,0.7574,1.0076,0.6541,923.0650,924.3428,-0.5591,0.1909,0,23.4665,-33.9957,-14.2368,-14.0254,-2.2971,4.5992,2.3021,-6.3435,5.2410,-11.5844,67.2524,90.2793,90.2793,98.0577,96.5245,100.0000,-6.3435,-0.6880,0.6240,11.8100,278534852505.7316,223199370000.0000,66.6667,0.0000,100.0000,100.0000,100.0000,82.0986,3.9202,39.8778,1.0373,10.5522,920.5100,13.2307,1.4269,50.7783,931.3950,923.0650,914.7350,950.4171,2210957335.7982
2009-06-30,923.2750,920.8283,921.9567,920.8749,919.8964,923.2750,917.1101,1177.7370,939.5095,922.6576,44.7624,-62.3323,42.9699,56.5697,0.4200,-10.4751,0.0457,1.0005,0.2234,923.2750,925.0030,-0.2382,0.5183,0,23.3654,-13.7785,10.9443,-22.6982,-1.8394,4.1394,2.3000,-9.8274,2.2271,-12.0545,81.3596,85.6734,85.6734,68.3165,63.1911,0.0000,-9.8274,-1.0645,-0.4566,17.1500,277393481972.6758,218571800000.0000,-66.6667,100.0000,100.0000,0.0000,47.7310,15.7701,12.6353,17.3666,3.8387,5.2761,921.4350,15.1903,1.6523,49.6678,931.1850,923.2750,915.3650,949.1859,2312416810.5744
2009-07-01,921.3250,922.4961,921.9933,923.0676,922.9164,921.3250,917.5355,1176.5450,939.3477,922.8963,63.3774,-45.0680,41.8076,42.3887,-3.9000,26.7547,-0.4206,0.9958,0.1571,921.3250,925.5731,0.0975,0.7727,0,22.9483,5.5931,45.7458,-12.6321,-1.2379,3.8299,2.5921,-10.3599,-0.5589,-9.8010,85.5708,80.7596,80.7596,75.9047,47.1226,41.3677,-10.3599,-1.1215,0.2261,12.6000,275246650344.7156,222491200000.0000,66.6667,50.0000,100.0000,50.0000,45.9817,40.6453,6.9065,16.3655,1.9193,4.5480,922.3900,13.8952,1.5049,56.4761,925.3350,921.3250,917.3150,947.9794,1460620458.5796
2009-07-02,909.8750,905.1120,905.3900,899.5078,897.3989,909.8750,912.0330,1175.3569,938.9184,908.3176,11.4752,-100.0000,62.6747,52.2411,-22.9000,-77.0496,-2.4910,0.9751,-0.7588,909.8750,924.6996,0.4094,0.9346,0,22.3988,24.1700,48.9451,7.1990,-2.5482,3.1929,0.6447,-11.7849,-3.2463,-8.5386,71.5022,48.0737,48.0737,0.0000,13.7892,0.0000,-11.7849,-1.2756,-1.0000,26.9100,271315650344.7156,218560200000.0000,-66.6667,100.0000,50.0000,-50.0000,50.4907,83.5418,62.1482,5.5728,25.3597,2.2740,914.1700,20.4026,2.2760,45.8448,936.7850,909.8750,882.9650,946.7970,-271398090.7437
2009-07-06,897.5700,900.8507,897.9533,897.5621,897.6310,897.5700,907.6796,1174.1727,938.5164,900.4346,22.3459,-64.5643,76.5754,69.6250,-24.6100,-55.3082,-2.6654,0.9733,-0.7345,897.5700,923.3005,0.5323,0.9750,1,22.1539,32.1588,24.3418,21.4255,-3.1183,2.4133,-0.7049,-12.4722,-5.5526,-6.9196,54.3927,34.3446,34.3446,27.1290,18.4179,13.8859,-12.4722,-1.3505,0.3600,12.3600,276028230344.7156,223272780000.0000,-66.6667,100.0000,0.0000,-100.0000,-0.0000,90.4761,69.4080,3.4704,22.7398,1.1370,903.8000,16.3813,1.8227,51.4226,899.8700,897.5700,895.2700,945.6383,544178692.7826
2009-07-07,889.8750,887.6369,886.9267,882.1361,881.4217,889.8750,900.2472,1172.9916,937.9415,888.2568,7.7349,-94.1456,85.1927,80.8840,-15.3900,-84.5302,-1.7168,0.9828,-1.0548,889.8750,921.1586,0.5782,0.9858,1,22.4206,35.3268,-10.9085,22.8629,-4.4630,1.2976,-3.1655,-14.1181,-7.5730,-6.5451,30.7222,9.7483,9.7483,2.1159,4.6286,0.0000,-14.1181,-1.5311,-0.9411,18.7900,271905632317.9097,218599480000.0000,-66.6667,100.0000,0.0000,-100.0000,-0.0000,93.8100,50.6092,1.6164,17.7999,0.5685,889.3250,17.5856,1.9960,41.2376,907.5649,889.8750,872.1851,943.8599,-483382785.4661
2009-07-08,880.2950,882.2523,880.0500,878.6238,879.0098,880.2950,891.0529,1171.8134,937.3577,881.1522,6.9768,-65.0273,91.1603,88.1765,-19.1600,-86.0465,-2.1319,0.9787,-0.8942,880.2950,919.0429,0.4895,0.9627,1,22.6785,29.3055,-35.6576,13.2539,-5.1776,0.0032,-5.1744,-15.1556,-9.3924,-5.7632,19.7646,15.2009,15.2009,16.3578,4.6286,0.0000,-15.1556,-1.6480,-0.1339,17.4800,272887632568.4694,212877700000.0000,-66.6667,100.0000,0.0000,-100.0000,-0.0000,97.1279,55.6384,0.8106,19.5099,0.2843,883.9600,17.5328,1.9934,41.8615,881.7650,880.2950,878.8250,941.3027,-547350329.9836
2009-07-09,881.1200,882.5374,881.6400,881.4230,882.3896,881.1200,890.3919,1170.6384,936.8110,880.6165,34.3089,-27.9396,84.6090,87.8846,1.6500,-31.3823,0.1873,1.0019,-0.4677,881.1200,916.3775,0.4863,0.9617,1,22.4573,29.0980,-50.4121,1.8151,-5.1550,-1.2856,-6.4405,-13.6320,-10.7855,-2.8465,13.2281,14.7352,14.7352,25.7319,33.3333,100.0000,-13.6320,-1.4862,0.1488,9.4100,272448751466.5926,217224870000.0000,66.6667,50.0000,0.0000,-50.0000,43.2976,78.0576,36.2063,4.4618,9.7550,1.2021,878.5900,13.4714,1.5262,38.1596,884.2400,881.1200,878.0000,937.7036,-663403736.9759
2009-07-10,880.9050,880.2658,880.3133,879.1371,879.4546,880.9050,890.2717,1169.4664,936.2341,879.5377,20.5611,-58.0066,86.8986,85.7538,-0.4300,-58.8778,-0.0489,0.9995,-0.3265,880.9050,913.5224,0.2925,0.8830,1,21.8297,17.0107,-52.6288,-16.0221,-5.0854,-2.5569,-7.6423,-12.9386,-11.8480,-1.0906,18.3628,25.1524,25.1524,33.3674,49.9004,49.7011,-12.9386,-1.4137,-0.0836,10.7600,273132275984.1279,213312790000.0000,-66.6667,0.0000,50.0000,50.0000,52.7611,89.1881,43.4044,2.4805,10.5175,0.6011,880.3350,12.1157,1.3781,39.0730,884.4550,880.9050,877.3550,934.2844,-433085626.3500
2009-07-13,890.0900,894.1219,893.7433,898.3644,900.2606,890.0900,892.9535,1168.2984,935.8823,891.1726,86.6454,-0.0000,70.6241,78.7613,18.3700,73.2909,2.0812,1.0208,0.5315,890.0900,910.3860,-0.1275,0.6112,1,21.0444,-7.3263,-26.3408,-30.4333,-3.3530,-3.3952,-6.7481,-11.3367,-12.4028,1.0661,30.9735,53.0331,53.0331,100.0000,83.2337,100.0000,-11.3367,-1.2408,0.8348,25.7300,277631715984.1279,217812230000.0000,66.6667,50.0000,100.0000,50.0000,53.8837,54.3497,13.8952,46.9816,5.2587,17.7805,886.9300,18.9228,2.1001,50.9391,912.0100,890.0900,868.1700,931.0362,1132146839.4833
2009-07-14,903.4450,901.9340,904.2433,905.9522,906.5095,903.4450,898.6808,1167.1348,935.5819,901.3194,90.2062,-0.0000,69.1905,69.9073,26.7100,80.4124,3.0382,1.0304,0.7799,903.4450,907.2742,-0.4526,0.3105,1,20.3019,-26.9133,-5.2915,-32.8329,-1.7547,-3.8339,-5.5886,-11.2211,-12.5577,1.3366,51.9915,77.7891,77.7891,100.0000,83.2337,100.0000,-11.2211,-1.2299,0.5428,9.3400,281780745984.1279,221961260000.0000,66.6667,0.0000,100.0000,100.0000,100.0000,67.7569,9.3033,48.4038,2.6294,13.6803,890.5800,14.1314,1.5600,61.5049,908.2350,903.4450,898.6550,927.9504,2989692681.0075
2009-07-15,919.2600,922.4313,923.7333,930.6032,932.1735,919.2600,913.7916,1165.9769,935.5529,920.5200,97.5442,-3.3912,80.9700,75.0802,31.6300,95.0884,3.5103,1.0351,1.4761,919.2600,905.8557,-0.2372,0.5192,0,19.5123,-13.7231,22.1523,-33.4840,1.0868,-3.5621,-2.4753,-9.8243,-12.4982,2.6739,76.7099,99.3076,99.3076,97.9228,100.0000,100.0000,-9.8243,-1.0771,0.9466,28.1100,286460465312.4948,227200090000.0000,66.6667,0.0000,100.0000,100.0000,100.0000,92.7495,3.1123,82.7390,1.3147,34.9501,915.2250,21.1207,2.2645,65.2922,946.1000,919.2600,892.4200,869.3200,4966809158.7471
2009-07-16,936.7100,934.6371,938.0533,941.4296,941.4933,936.7100,925.7686,1164.8251,935.6047,935.2447,98.3064,-9.5239,88.1492,84.5596,34.9000,96.6127,3.8528,1.0385,1.4827,936.7100,905.6079,0.2000,0.8343,1,18.6232,11.5387,38.4169,-17.4688,3.3577,-2.7227,0.6350,-8.6335,-12.1480,3.5145,91.6319,97.7990,97.7990,95.4743,100.0000,100.0000,-8.6335,-0.9466,0.6402,16.5100,289448291502.3905,232098730000.0000,66.6667,0.0000,100.0000,100.0000,100.0000,95.3284,1.7468,73.0389,0.6573,27.4851,927.0550,18.8154,2.0001,71.5806,944.7700,936.7100,928.6500,869.9663,6274773400.1759
2009-07-17,940.5600,938.4657,940.5000,942.0061,940.9433,940.5600,931.2982,1163.6792,935.6525,940.8437,95.6546,-21.6839,91.7388,89.9440,7.7000,91.3093,0.8256,1.0083,0.9995,940.5600,906.5147,0.7124,1.0000,1,17.7050,45.4295,40.1399,-7.4103,4.6069,-1.5710,3.0359,-6.9258,-11.5317,4.6060,97.7224,96.0605,96.0605,94.7844,92.4199,77.2597,-6.9258,-0.7594,-0.0249,7.2400,292445045849.1818,226957350000.0000,66.6667,0.0000,50.0000,50.0000,100.0000,95.3284,1.2614,52.7436,0.3287,13.7425,935.7050,13.0277,1.3854,73.7499,940.9200,940.5600,940.2000,871.4462,7192928481.9962
2009-07-20,945.7550,946.9086,947.5467,950.9030,950.7001,945.7550,939.1107,1162.5399,935.8073,947.7743,98.3358,-2.8874,94.8892,93.3140,10.3900,96.6715,1.1045,1.0110,0.9023,945.7550,908.8181,0.9951,0.7738,1,16.8549,84.3071,44.9701,9.9556,5.8487,-0.1088,5.7399,-4.8491,-10.5018,5.6527,96.7720,96.4566,96.4566,99.1110,92.4199,100.0000,-4.8491,-0.5315,0.8523,11.2400,296850784024.1638,231810500000.0000,66.6667,0.0000,100.0000,100.0000,100.0000,98.0396,0.6772,68.4089,0.1643,16.6012,943.1350,12.1338,1.2757,76.4886,956.5050,945.7550,935.0050,872.8965,8316460572.7809
2009-07-21,952.8550,952.0229,953.4300,955.0591,954.6721,952.8550,945.9860,1161.4071,935.9950,953.0101,98.8079,-12.5483,96.8265,95.8578,14.2000,97.6158,1.5100,1.0151,0.7294,952.8550,911.0559,0.9062,0.3418,1,16.1509,115.0131,31.4581,25.2627,6.5416,1.5266,8.0682,-0.3244,-8.8539,8.5296,96.3602,96.5637,96.5637,95.7956,92.4199,100.0000,-0.3244,-0.0355,0.1961,13.3101,300604388517.5627,237119800000.0000,66.6667,0.0000,100.0000,100.0000,100.0000,98.7637,0.3229,51.9207,0.0822,13.2107,948.7600,12.7219,1.3327,78.9885,956.3050,952.8550,949.4050,875.2582,9214374169.3852
2009-07-22,954.3250,953.3876,954.2400,954.8546,954.2025,954.3250,948.1016,1160.2810,936.1757,954.6881,91.1618,-34.6779,98.0002,97.4133,2.9400,82.3236,0.3091,1.0031,0.4482,954.3250,913.1559,0.7036,-0.0050,1,15.6172,135.2870,20.0665,34.3419,6.5866,3.1732,9.7598,3.1208,-6.9925,10.1133,95.1309,92.3726,92.3726,82.2112,66.6667,0.0000,3.1208,0.3415,0.0555,12.0800,300819212892.2056,232485700000.0000,66.6667,0.0000,100.0000,100.0000,100.0000,99.1739,0.1656,39.9376,0.0411,9.9053,951.5250,12.4010,1.2998,75.4703,954.8350,954.3250,953.8150,878.5090,8812385289.9837
2009-07-23,965.1800,968.6559,968.8833,974.2343,975.3874,965.1800,959.6347,1159.1625,936.5769,967.1292,98.8585,-9.8832,98.9165,98.4583,21.7100,97.7171,2.2743,1.0227,0.9318,965.1800,915.6669,0.3051,-0.4576,1,15.2112,162.2350,-0.9160,41.0919,7.6585,5.0879,12.7464,8.5853,-4.6010,13.1863,93.0916,90.3385,90.3385,93.0087,66.6667,100.0000,8.5853,0.9370,0.8497,26.1500,305201588029.8855,238247350000.0000,66.6667,0.0000,100.0000,100.0000,100.0000,99.8327,0.0533,63.6628,0.0205,24.5426,963.5850,19.2755,1.9744,78.3226,987.4000,965.1800,942.9600,882.5751,9241201447.6736
2009-07-24,977.7750,975.7253,978.2700,979.9412,979.8715,977.7750,968.3571,1158.0517,937.0037,976.1881,99.0741,-1.9984,99.3770,99.1468,25.1900,98.1482,2.6403,1.0264,0.8941,977.7750,919.3544,0.0718,-0.6545,1,14.9008,175.8819,-17.1390,31.5570,8.0721,7.1059,15.1780,14.2571,-1.7572,16.0143,91.3319,91.2847,91.2847,98.6341,66.6667,100.0000,14.2571,1.5515,0.5130,13.8400,309318448414.4413,242705650000.0000,66.6667,0.0000,100.0000,100.0000,100.0000,99.8376,0.0310,38.1735,0.0103,12.6413,966.5300,16.5577,1.6908,78.0188,980.7450,977.7750,974.8050,888.3858,9886427139.2988
2009-07-27,980.7200,980.0284,981.2067,982.8681,982.3861,980.7200,974.5006,1156.9487,937.4555,981.2049,99.3248,-1.8742,99.6316,99.5043,5.8900,98.6496,0.6033,1.0060,0.6869,980.7200,924.0536,-0.1187,-0.7860,1,14.7079,186.8163,-12.3612,24.5350,8.0297,9.1133,17.1431,20.0946,1.7223,18.3722,92.8581,96.9511,96.9511,99.2106,100.0000,100.0000,20.0946,2.1810,0.3480,10.2000,313668231685.6002,247336940000.0000,66.6667,0.0000,100.0000,100.0000,100.0000,99.8862,0.0192,33.7124,0.0051,9.0207,974.2200,13.3789,1.3622,81.6562,983.6400,980.7200,977.8000,894.7841,10635638950.3961
2009-07-28,980.9000,979.7561,980.4733,980.6119,979.7900,980.9000,974.5560,1155.8533,937.8771,981.3522,67.3487,-21.8416,60.3336,79.9826,0.3600,34.6974,0.0368,1.0004,0.3446,980.9000,929.7809,-0.2598,-0.8665,1,14.6470,195.0555,-12.1557,20.8144,7.3358,10.9473,18.2831,26.2230,5.7276,20.4954,94.9212,96.5278,96.5278,91.7386,66.6667,0.0000,26.2230,2.8392,-0.1431,13.0000,316852650734.3156,241846590000.0000,-66.6667,0.0000,50.0000,50.0000,45.8040,21.0356,11.1550,17.0983,2.9426,4.5103,975.9200,13.1894,1.3464,82.1009,983.4600,980.9000,978.3400,901.8005,10988482665.8549
2009-07-29,977.3850,976.6854,976.6400,975.9471,975.1417,977.3850,974.8200,1154.7653,938.2498,978.0707,31.7047,-52.5546,31.1149,45.7242,-7.0300,-36.5906,-0.7158,0.9928,0.0137,977.3850,935.9669,-0.3689,-0.9181,1,14.7884,201.6488,-3.8255,14.5110,6.1312,12.4801,18.6113,29.2399,9.9357,19.3042,94.0296,88.6099,88.6099,74.8803,33.3333,0.0000,29.2399,3.1551,-0.2755,10.9700,319064013935.3985,236667820000.0000,-66.6667,100.0000,0.0000,-100.0000,-0.0000,1.8961,8.9871,9.3345,2.1712,2.2552,975.5000,12.0797,1.2388,79.8562,981.8550,977.3850,972.9150,908.2557,10837490416.5366
2009-07-30,980.9500,983.3951,982.8833,985.3856,986.0267,980.9500,976.1325,1153.6852,938.7348,982.4198,81.7728,-35.4263,60.4204,45.7676,7.1300,63.5455,0.7278,1.0073,0.2761,980.9500,942.5248,-0.4399,-0.9461,1,15.2327,206.0971,6.3086,18.9687,5.6813,13.9004,19.5817,32.4574,14.3116,18.1458,87.7465,78.1018,78.1018,67.6863,24.6811,74.0432,32.4574,3.4890,0.5196,21.5300,319300515227.8505,242703000000.0000,66.6667,50.0000,100.0000,50.0000,54.1385,89.7259,3.2301,59.6482,1.0856,20.0476,982.6650,16.8048,1.7030,75.9263,992.5500,980.9500,969.3500,914.1944,9865744869.7288
2009-07-31,987.1150,986.1184,987.2367,987.6896,987.7636,987.1150,981.1758,1152.6128,939.2223,986.0564,83.3125,-44.5090,75.0732,67.7468,12.3300,66.6250,1.2644,1.0126,0.3055,987.1150,947.4936,-0.4653,-0.9549,1,15.9277,207.7291,-3.4912,22.9016,5.0214,15.1557,20.1771,33.6956,18.5944,15.1012,78.8755,69.9149,69.9149,67.1779,50.1211,76.3202,33.6956,3.6092,0.0658,10.3300,318768197502.5621,247842070000.0000,66.6667,0.0000,50.0000,50.0000,100.0000,89.7259,2.0004,36.9406,0.5428,10.0238,986.3450,13.5674,1.3739,75.1113,987.8450,987.1150,986.3850,921.6181,8401952881.6494
2009-08-03,995.0550,997.1261,997.5800,1001.3191,1002.2177,995.0550,990.7110,1151.5491,939.8564,995.9210,96.2969,-4.7205,85.8094,80.4413,15.8800,92.5938,1.6093,1.0161,0.6702,995.0550,951.4348,-0.4688,-0.9561,1,16.7933,207.9554,-11.6513,18.2181,5.1731,16.4490,21.6222,35.6850,22.5954,13.0896,75.1234,77.3537,77.3537,97.1969,83.4544,100.0000,35.6850,3.8093,0.9268,16.1300,323551435353.2289,253445510000.0000,66.6667,0.0000,100.0000,100.0000,100.0000,96.5455,0.9139,51.9974,0.2714,15.4419,993.2300,14.8487,1.4810,75.0902,1010.2050,995.0550,979.9050,928.3737,8561254304.3156
2009-08-04,1004.1400,1002.8087,1004.6434,1006.1006,1006.0997,1004.1400,997.3506,1150.4939,940.5143,1003.1178,97.1737,-8.6980,91.7108,88.7601,18.1700,94.3473,1.8400,1.0184,0.6654,1004.1400,954.6395,-0.4571,-0.9521,1,17.8132,207.2027,-16.7841,13.4702,5.0399,17.7090,22.7489,37.7876,26.4473,11.3404,78.0399,86.8512,86.8512,96.1789,92.1067,100.0000,37.7876,4.0195,0.4061,10.4400,327656136944.4739,259159210000.0000,66.6667,0.0000,100.0000,100.0000,100.0000,97.6123,0.5366,44.4109,0.1357,11.2310,998.6700,12.6444,1.2573,73.6460,1007.1600,1004.1400,1001.1200,935.8973,9154168637.6827
2009-08-05,1004.1850,1002.7496,1003.6967,1003.8271,1003.0887,1004.1850,997.3797,1149.4471,941.1364,1004.2289,66.5837,-34.3484,65.5841,78.6475,0.0900,33.1673,0.0090,1.0001,0.3646,1004.1850,957.2808,-0.4438,-0.9475,1,18.9868,206.3460,-10.7846,4.5790,4.3437,18.7949,23.1386,39.1833,29.8470,9.3363,85.7608,93.0774,93.0774,85.8566,66.6667,0.0000,39.1833,4.1551,-0.2182,12.3300,330293327518.4594,251917090000.0000,-66.6667,0.0000,50.0000,50.0000,44.1488,39.4574,9.7614,22.4849,2.4378,5.6155,1000.7150,12.4872,1.2453,71.3507,1007.1151,1004.1850,1001.2549,943.7318,9403633444.1754
2009-08-06,999.9000,998.9699,998.9600,998.0692,997.1636,999.9000,997.2465,1148.4083,941.6958,1000.5581,30.1027,-70.4060,34.7692,50.1766,-8.5700,-39.7946,-0.8522,0.9915,0.0010,999.9000,959.6062,-0.4369,-0.9450,1,20.4699,205.9042,8.3087,5.2615,3.1484,19.5820,22.7304,39.7342,32.6778,7.0564,86.4891,79.5387,79.5387,56.5806,33.3333,0.0000,39.7342,4.2002,-0.4500,15.5100,327537133405.6715,245163710000.0000,-66.6667,100.0000,100.0000,0.0000,-0.0000,3.9543,10.8544,10.0286,3.0389,2.8077,1000.2450,13.9986,1.4040,65.7059,1005.5399,999.9000,994.2600,950.7045,7773840606.9285
2009-08-07,1003.7800,1006.6433,1006.0133,1008.9008,1009.6517,1003.7800,998.5177,1147.3782,942.3836,1005.5284,80.6029,-29.4787,55.6271,45.1981,7.7600,61.2058,0.7739,1.0077,0.3014,1003.7800,960.3735,-0.4119,-0.9356,1,22.2385,204.3263,16.5570,10.4216,2.9107,20.3097,23.2204,41.0831,35.0099,6.0732,81.4684,71.7891,71.7891,72.9301,25.0979,75.2937,41.0831,4.3275,0.5861,20.9200,328713161063.8080,251990800000.0000,66.6667,50.0000,100.0000,50.0000,50.5264,76.4849,4.3515,32.6585,1.5195,11.4039,1005.2450,17.4593,1.7278,65.3789,1017.1800,1003.7800,990.3800,957.5800,6774585009.5592
2009-08-10,1008.7900,1006.9477,1008.2266,1007.8018,1007.5842,1008.7900,1000.0612,1146.3565,943.0308,1007.3425,59.0722,-59.9892,66.0560,60.8415,10.0200,18.1443,1.0049,1.0100,0.2137,1008.7900,960.0038,-0.3777,-0.9218,1,24.2745,202.1928,19.4335,16.9390,2.2084,20.8618,23.0701,39.3937,36.4733,2.9204,71.1962,62.2608,62.2608,57.2716,39.4953,43.1922,39.3937,4.1310,-0.1961,9.4900,330542799579.8175,246584720000.0000,-66.6667,0.0000,50.0000,50.0000,55.8904,76.4849,2.8191,21.1580,0.7597,5.7019,1008.9150,13.4746,1.3380,66.3878,1012.1700,1008.7900,1005.4100,965.4346,6332084973.9512
2009-08-11,1000.7250,998.5492,998.6000,996.0344,994.8389,1000.7250,997.5229,1145.3424,943.5440,1000.4501,19.5911,-88.9957,58.9098,62.4829,-16.1300,-60.8179,-1.5963,0.9840,-0.2626,1000.7250,958.8358,-0.3412,-0.9059,1,26.4245,199.9478,2.2127,23.4888,0.6485,21.0239,21.6724,36.9731,37.3326,-0.3594,59.9965,45.9396,45.9396,7.6170,39.4953,0.0000,36.9731,3.8623,-0.8542,14.7000,326453616880.6813,240811560000.0000,-66.6667,100.0000,0.0000,-100.0000,-0.0000,51.7635,31.8366,10.1189,8.9698,2.8510,1001.2600,14.0873,1.4167,62.2542,1013.4750,1000.7250,987.9750,972.2681,4274314557.4819
2009-08-12,1000.0800,1003.3897,1001.9900,1004.1650,1004.8632,1000.0800,997.6002,1144.3365,944.1667,1002.2475,63.4748,-34.2003,44.7430,51.8264,-1.2900,26.9497,-0.1281,0.9987,0.0154,1000.0800,957.7809,-0.2956,-0.8845,1,28.4716,197.1954,-26.3247,18.2367,0.1765,21.0680,21.2445,34.1431,37.5199,-3.3768,49.0969,39.0904,39.0904,52.3828,38.3730,71.9266,34.1431,3.5488,0.6081,19.4200,328005100112.7964,246309730000.0000,66.6667,50.0000,100.0000,50.0000,48.9418,30.5762,13.3849,25.1751,4.4849,8.4355,1002.5900,16.7537,1.6657,59.4026,1011.5400,1000.0800,988.6200,978.2132,3537579092.1008
2009-08-13,1009.2700,1009.6166,1010.4233,1011.9506,1012.7029,1009.2700,1004.3245,1143.3391,944.8523,1008.4207,77.9849,-2.0730,39.4918,42.1174,18.3800,55.9698,1.8484,1.0185,0.3155,1009.2700,957.1418,-0.2465,-0.8596,1,30.4772,194.2702,-26.7977,7.7648,0.1209,21.0982,21.2192,31.7803,37.3071,-5.5267,43.8338,46.4712,46.4712,79.4140,55.8785,95.7090,31.7803,3.2858,0.5576,12.3200,332906254759.6993,251560390000.0000,66.6667,0.0000,100.0000,100.0000,100.0000,34.2406,7.7130,15.7453,2.2425,4.5777,1003.2500,14.5368,1.4354,60.3732,1016.1900,1009.2700,1002.3500,983.3855,4474047508.2686
